,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[105],-0.004,0.029,-0.06,0.047,0.003,0.001,85.569,743.391,1.034
u0[106],-0.444,0.032,-0.504,-0.383,0.003,0.001,109.763,697.204,1.029
u0[107],0.037,0.022,-0.004,0.078,0.003,0.001,47.103,226.955,1.06
u0[108],0.061,0.023,0.019,0.104,0.003,0.001,55.693,242.745,1.054
u0[109],-0.055,0.022,-0.097,-0.014,0.003,0.001,51.047,197.167,1.058
u0[110],0.387,0.02,0.351,0.424,0.003,0.001,37.194,129.226,1.076
u0[111],-0.191,0.026,-0.238,-0.141,0.003,0.001,63.013,371.268,1.045
u0[112],0.156,0.022,0.114,0.195,0.003,0.001,44.015,174.742,1.066
u0[113],0.189,0.022,0.148,0.229,0.003,0.001,49.572,175.452,1.059
u0[114],0.474,0.022,0.433,0.514,0.003,0.001,47.522,194.916,1.062
u0[115],0.044,0.022,0.004,0.085,0.003,0.001,44.246,222.169,1.064
u0[116],0.31,0.02,0.271,0.346,0.003,0.001,37.492,114.176,1.077
u0[117],0.117,0.022,0.076,0.157,0.003,0.001,45.883,243.044,1.061
u0[118],-0.178,0.022,-0.22,-0.136,0.003,0.001,46.847,229.655,1.061
u0[119],-0.221,0.022,-0.262,-0.179,0.003,0.001,42.656,202.476,1.066
u0[120],0.24,0.022,0.198,0.28,0.003,0.001,46.129,192.509,1.062
u0[121],-0.232,0.022,-0.271,-0.19,0.003,0.001,51.021,189.321,1.058
u0[122],-0.298,0.019,-0.333,-0.261,0.003,0.001,37.218,170.016,1.078
u0[123],-0.185,0.026,-0.233,-0.137,0.003,0.001,62.028,371.178,1.047
u0[124],0.245,0.022,0.207,0.288,0.003,0.001,47.885,218.143,1.063
u0[125],-0.091,0.021,-0.131,-0.05,0.003,0.001,45.383,144.425,1.063
u0[126],0.014,0.023,-0.03,0.056,0.003,0.001,52.516,210.019,1.055
u0[127],0.408,0.022,0.368,0.45,0.003,0.001,47.018,192.607,1.06
u0[128],0.281,0.022,0.24,0.322,0.003,0.001,47.416,212.027,1.059
u0[129],0.356,0.021,0.318,0.397,0.003,0.001,46.057,173.245,1.063
u0[130],-0.055,0.097,-0.237,0.123,0.001,0.001,5839.134,5878.15,1.001
u0[131],0.032,0.143,-0.235,0.295,0.002,0.002,8730.283,6095.699,1.001
u0[132],0.517,0.022,0.474,0.557,0.003,0.001,48.655,269.813,1.06
u0[133],0.357,0.023,0.314,0.4,0.003,0.001,53.167,292.24,1.054
u0[134],-0.089,0.021,-0.13,-0.05,0.003,0.001,44.36,219.012,1.063
u0[135],0.373,0.022,0.332,0.415,0.003,0.001,48.671,197.883,1.059
u0[136],-0.024,0.019,-0.062,0.011,0.003,0.001,33.863,151.787,1.084
u0[137],-0.375,0.023,-0.418,-0.332,0.003,0.001,50.221,248.225,1.055
