,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u0[24],-0.41,0.025,-0.456,-0.364,0.005,0.001,28.445,135.71,1.093
u0[25],0.272,0.025,0.228,0.319,0.005,0.001,28.743,90.057,1.094
u0[26],0.304,0.024,0.259,0.35,0.005,0.001,28.525,122.363,1.095
u0[27],-0.137,0.032,-0.198,-0.076,0.005,0.001,51.328,299.823,1.053
u0[28],-0.037,0.024,-0.083,0.008,0.005,0.001,27.021,104.373,1.098
u0[29],0.144,0.025,0.097,0.189,0.005,0.001,29.777,109.574,1.09
u0[30],0.208,0.024,0.165,0.254,0.005,0.001,28.045,99.459,1.096
u0[31],0.135,0.026,0.084,0.183,0.005,0.001,30.909,214.142,1.086
u0[32],-0.058,0.026,-0.108,-0.011,0.004,0.001,33.307,110.332,1.081
u0[33],-0.189,0.024,-0.233,-0.144,0.004,0.001,28.937,147.446,1.095
u0[34],0.101,0.024,0.055,0.146,0.004,0.001,30.914,114.663,1.087
u0[35],0.071,0.022,0.029,0.11,0.005,0.001,23.006,78.453,1.12
u0[36],-0.193,0.025,-0.241,-0.148,0.005,0.001,28.864,109.361,1.093
u0[37],0.213,0.024,0.168,0.259,0.005,0.001,29.512,116.335,1.092
u0[38],-0.166,0.024,-0.211,-0.121,0.005,0.001,28.937,98.735,1.092
u0[39],0.004,0.024,-0.042,0.051,0.005,0.001,28.785,115.385,1.094
u0[40],-0.246,0.105,-0.452,-0.057,0.001,0.001,6601.222,5175.489,1.001
u0[41],-0.053,0.027,-0.103,-0.003,0.005,0.001,32.503,160.545,1.081
u0[42],0.06,0.024,0.013,0.103,0.005,0.001,29.035,123.957,1.093
u0[43],-0.072,0.025,-0.121,-0.026,0.005,0.001,30.434,139.241,1.088
u0[44],0.076,0.024,0.03,0.12,0.004,0.001,30.131,118.481,1.091
u0[45],-0.152,0.026,-0.199,-0.104,0.004,0.001,33.909,135.833,1.08
u0[46],-0.416,0.025,-0.463,-0.371,0.004,0.001,30.635,124.417,1.088
u0[47],0.062,0.024,0.018,0.107,0.005,0.001,28.66,129.01,1.094
u0[48],-0.415,0.025,-0.464,-0.37,0.005,0.001,30.497,114.987,1.088
u0[49],0.415,0.025,0.369,0.462,0.005,0.001,31.807,136.785,1.084
u0[50],-0.063,0.026,-0.108,-0.012,0.005,0.001,31.977,135.796,1.084
u0[51],-0.236,0.025,-0.282,-0.188,0.004,0.001,31.644,103.363,1.086
u0[52],-0.052,0.024,-0.096,-0.007,0.005,0.001,26.838,96.926,1.099
u0[53],0.017,0.025,-0.029,0.065,0.005,0.001,28.409,78.642,1.095
u0[54],0.056,0.035,-0.008,0.124,0.004,0.001,67.901,719.71,1.04
u0[55],0.38,0.025,0.337,0.429,0.005,0.001,29.897,117.756,1.091
u0[56],-0.155,0.024,-0.199,-0.107,0.005,0.001,29.246,116.6,1.092
u0[57],0.316,0.025,0.268,0.362,0.005,0.001,30.126,160.754,1.088
u0[58],-0.439,0.145,-0.714,-0.168,0.002,0.002,6982.753,5036.644,1.0
u0[59],-0.063,0.024,-0.11,-0.019,0.005,0.001,29.136,105.74,1.093
u0[60],-0.024,0.025,-0.071,0.022,0.005,0.001,27.415,107.032,1.098
u0[61],-0.416,0.177,-0.742,-0.066,0.002,0.002,6246.036,5719.278,1.0
u0[62],-0.321,0.026,-0.368,-0.272,0.005,0.001,32.837,116.774,1.082
u0[63],-0.172,0.024,-0.217,-0.127,0.004,0.001,29.991,106.027,1.09
u0[64],-0.233,0.024,-0.277,-0.187,0.005,0.001,27.698,133.579,1.098
u0[65],-0.06,0.024,-0.107,-0.017,0.004,0.001,29.311,112.496,1.092
u0[66],0.208,0.025,0.162,0.256,0.005,0.001,31.512,125.469,1.086
u0[67],-0.127,0.026,-0.175,-0.079,0.005,0.001,31.835,138.18,1.084
u0[68],0.22,0.022,0.18,0.262,0.004,0.001,24.401,71.49,1.115
u0[69],-0.122,0.039,-0.196,-0.052,0.004,0.001,84.189,757.68,1.033
u0[70],-0.422,0.024,-0.466,-0.377,0.005,0.001,27.862,101.654,1.095
u0[71],0.316,0.025,0.272,0.365,0.004,0.001,30.325,110.317,1.09
u0[72],-0.153,0.024,-0.198,-0.109,0.005,0.001,26.811,105.671,1.099
u0[73],-0.208,0.023,-0.25,-0.166,0.005,0.001,24.948,81.814,1.109
u0[74],-0.19,0.022,-0.231,-0.149,0.005,0.001,23.477,87.07,1.117
u0[75],0.12,0.031,0.06,0.175,0.004,0.001,48.268,318.159,1.056
u0[76],0.24,0.024,0.196,0.285,0.004,0.001,28.47,106.587,1.096
u0[77],-0.166,0.025,-0.213,-0.118,0.005,0.001,31.142,206.986,1.085
u0[78],0.002,0.025,-0.045,0.047,0.005,0.001,30.674,127.476,1.089
u0[79],0.117,0.025,0.072,0.167,0.004,0.001,31.766,120.397,1.084
u0[80],0.08,0.025,0.036,0.128,0.005,0.001,29.001,89.623,1.093
u0[81],0.011,0.024,-0.033,0.056,0.004,0.001,29.129,98.353,1.094
u0[82],-0.256,0.025,-0.301,-0.21,0.005,0.001,28.636,117.929,1.092
u0[83],-0.012,0.022,-0.054,0.028,0.005,0.001,23.087,92.545,1.118
u0[84],-0.059,0.022,-0.101,-0.019,0.005,0.001,23.793,69.972,1.116
