,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_raw_gpt2_surprisal[89],-0.309,1.009,-2.148,1.614,0.011,0.011,7939.683,6148.471,1.0
u_slope_raw_gpt2_surprisal[90],-0.051,0.784,-1.535,1.433,0.009,0.009,7337.578,5857.841,1.001
u_slope_raw_gpt2_surprisal[91],0.056,0.839,-1.5,1.638,0.01,0.009,7469.839,5746.531,1.001
u_slope_raw_gpt2_surprisal[92],-0.248,0.846,-1.916,1.27,0.009,0.009,8292.856,6248.312,1.001
u_slope_raw_gpt2_surprisal[93],0.19,0.735,-1.217,1.535,0.008,0.008,7917.583,5772.56,1.001
u_slope_raw_gpt2_surprisal[94],-0.115,0.971,-1.984,1.648,0.011,0.01,8520.99,6253.118,1.0
u_slope_raw_gpt2_surprisal[95],-0.035,0.789,-1.576,1.42,0.009,0.009,8273.995,5802.284,1.0
u_slope_raw_gpt2_surprisal[96],-0.09,0.756,-1.453,1.371,0.009,0.009,7824.783,6141.465,1.0
u_slope_raw_gpt2_surprisal[97],0.15,0.802,-1.352,1.64,0.009,0.009,8749.536,6051.692,1.001
u_slope_raw_gpt2_surprisal[98],-0.037,0.766,-1.498,1.378,0.008,0.009,9198.419,5430.648,1.0
u_slope_raw_gpt2_surprisal[99],0.576,0.786,-0.899,2.041,0.009,0.009,7800.074,5248.061,1.0
u_slope_raw_gpt2_surprisal[100],-0.418,0.853,-1.962,1.23,0.01,0.009,7915.7,5921.807,1.0
u_slope_raw_gpt2_surprisal[101],-0.691,0.935,-2.471,1.027,0.011,0.01,6704.752,6154.995,1.001
u_slope_raw_gpt2_surprisal[102],0.078,0.817,-1.446,1.603,0.009,0.009,7457.453,6074.437,1.0
u_slope_raw_gpt2_surprisal[103],0.762,0.824,-0.779,2.322,0.008,0.01,9609.222,5612.407,1.0
u_slope_raw_gpt2_surprisal[104],0.415,0.724,-0.936,1.798,0.009,0.008,6978.361,5817.558,1.0
u_slope_raw_gpt2_surprisal[105],-0.321,0.844,-1.938,1.216,0.01,0.009,7667.401,5400.802,1.0
u_slope_raw_gpt2_surprisal[106],-0.826,0.883,-2.515,0.797,0.01,0.01,7756.958,6201.786,1.001
u_slope_raw_gpt2_surprisal[107],-0.059,0.891,-1.771,1.578,0.01,0.009,8309.904,6409.442,1.0
u_slope_raw_gpt2_surprisal[108],0.312,0.778,-1.083,1.826,0.009,0.01,7947.594,5702.941,1.001
u_slope_raw_gpt2_surprisal[109],2.114,0.818,0.553,3.64,0.009,0.009,8687.805,5814.66,1.0
u_slope_raw_gpt2_surprisal[110],-0.12,0.746,-1.567,1.232,0.009,0.009,7055.402,6150.691,1.001
u_slope_raw_gpt2_surprisal[111],0.66,0.709,-0.657,1.997,0.008,0.008,7055.948,5347.2,1.001
u_slope_raw_gpt2_surprisal[112],-0.14,0.841,-1.692,1.439,0.009,0.01,8167.466,6413.552,1.0
u_slope_raw_gpt2_surprisal[113],-0.366,0.765,-1.815,1.018,0.009,0.01,7736.385,5696.535,1.001
u_slope_raw_gpt2_surprisal[114],-0.228,0.808,-1.693,1.331,0.009,0.009,8638.987,6385.853,1.0
u_slope_raw_gpt2_surprisal[115],1.351,0.839,-0.214,2.944,0.01,0.01,7681.617,5552.657,1.0
u_slope_raw_gpt2_surprisal[116],0.016,0.841,-1.594,1.532,0.009,0.009,8076.413,5830.714,1.0
u_slope_raw_gpt2_surprisal[117],0.21,0.748,-1.165,1.656,0.009,0.008,7324.818,6271.418,1.0
u_slope_raw_gpt2_surprisal[118],0.149,0.782,-1.317,1.591,0.008,0.01,9570.742,5640.356,1.0
u_slope_raw_gpt2_surprisal[119],-0.171,0.813,-1.679,1.365,0.009,0.009,7840.396,5901.781,1.0
u_slope_raw_gpt2_surprisal[120],0.066,0.817,-1.428,1.609,0.01,0.009,6704.205,5604.821,1.0
u_slope_raw_gpt2_surprisal[121],-0.758,0.795,-2.299,0.698,0.009,0.009,7275.681,5615.241,1.0
u_slope_raw_gpt2_surprisal[122],0.805,0.76,-0.688,2.191,0.008,0.009,8727.59,6049.547,1.0
u_slope_raw_gpt2_surprisal[123],-0.46,0.679,-1.715,0.834,0.007,0.008,8297.915,5884.938,1.0
u_slope_raw_gpt2_surprisal[124],-0.263,0.86,-1.743,1.453,0.01,0.01,7539.152,5719.44,1.0
u_slope_raw_gpt2_surprisal[125],1.472,0.818,-0.123,2.934,0.009,0.009,7638.551,5714.578,1.0
u_slope_raw_gpt2_surprisal[126],-1.045,0.83,-2.62,0.53,0.01,0.01,7408.223,5531.553,1.0
u_slope_raw_gpt2_surprisal[127],-0.117,0.868,-1.738,1.517,0.01,0.009,6982.256,5691.79,1.0
u_slope_raw_gpt2_surprisal[128],1.506,0.769,-0.025,2.875,0.008,0.009,8722.983,5984.536,1.0
u_slope_raw_gpt2_surprisal[129],0.174,0.836,-1.419,1.733,0.01,0.009,7131.846,6073.537,1.0
u_slope_raw_gpt2_surprisal[130],1.119,0.783,-0.386,2.593,0.008,0.009,8628.729,5775.472,1.001
u_slope_raw_gpt2_surprisal[131],-0.204,0.98,-2.108,1.611,0.011,0.011,8064.754,6072.118,1.0
u_slope_raw_gpt2_surprisal[132],0.018,0.994,-1.85,1.839,0.011,0.01,7856.313,6416.224,1.0
u_slope_raw_gpt2_surprisal[133],0.408,0.775,-1.031,1.881,0.009,0.009,6973.001,5771.159,1.0
u_slope_raw_gpt2_surprisal[134],-0.13,0.864,-1.763,1.461,0.009,0.009,8731.823,6348.401,1.0
u_slope_raw_gpt2_surprisal[135],-0.585,0.83,-2.132,0.978,0.009,0.009,8109.46,6202.376,1.001
u_slope_raw_gpt2_surprisal[136],1.58,0.788,0.168,3.103,0.009,0.009,7931.916,6009.475,1.001
u_slope_raw_gpt2_surprisal[137],-0.381,0.699,-1.65,0.97,0.008,0.008,7206.584,5567.194,1.0
u_slope_raw_gpt2_surprisal[138],0.119,0.814,-1.504,1.576,0.009,0.009,8105.805,5602.256,1.001
u_slope_raw_gpt2_surprisal[139],0.033,0.931,-1.708,1.792,0.01,0.011,8322.977,5915.407,1.0
u_slope_raw_gpt2_surprisal[140],0.343,0.818,-1.208,1.845,0.01,0.009,6334.159,5913.705,1.0
u_slope_raw_gpt2_surprisal[141],-0.041,0.987,-1.911,1.781,0.011,0.01,8554.379,6496.98,1.0
u_slope_raw_gpt2_surprisal[142],-0.203,0.856,-1.855,1.366,0.009,0.009,9026.392,6151.849,1.0
u_slope_raw_gpt2_surprisal[143],0.549,0.831,-1.012,2.127,0.009,0.01,7859.766,5581.731,1.0
u_slope_raw_gpt2_surprisal[144],0.184,0.765,-1.268,1.622,0.008,0.009,9183.45,5840.52,1.001
u_slope_raw_gpt2_surprisal[145],-0.209,0.835,-1.754,1.389,0.009,0.009,8497.246,6252.936,1.0
u_slope_raw_gpt2_surprisal[146],-0.171,0.795,-1.579,1.407,0.009,0.01,7073.487,5511.113,1.001
u_slope_raw_gpt2_surprisal[147],-0.604,0.816,-2.099,0.954,0.008,0.009,9752.2,6139.291,1.001
u_slope_raw_gpt2_surprisal[148],0.069,0.681,-1.252,1.306,0.008,0.008,6650.241,5684.567,1.001
u_slope_raw_gpt2_surprisal[149],-0.32,0.819,-1.792,1.264,0.009,0.009,7984.993,6332.366,1.0
u_slope_raw_gpt2_surprisal[150],-0.269,0.85,-1.892,1.357,0.009,0.009,8171.618,6011.174,1.0
u_slope_raw_gpt2_surprisal[151],0.181,0.723,-1.162,1.542,0.008,0.008,7555.476,5880.933,1.001
u_slope_raw_gpt2_surprisal[152],-0.481,0.871,-2.083,1.147,0.01,0.009,7416.09,5519.184,1.0
u_slope_raw_gpt2_surprisal[153],1.906,0.787,0.381,3.359,0.008,0.009,8726.862,5366.655,1.001
u_slope_raw_gpt2_surprisal[154],-0.05,1.003,-1.924,1.827,0.012,0.011,7506.768,6009.91,1.0
u_slope_raw_gpt2_surprisal[155],-0.381,0.71,-1.708,0.961,0.008,0.008,8447.773,6075.359,1.0
u_slope_raw_gpt2_surprisal[156],-0.091,0.82,-1.678,1.428,0.009,0.01,9010.971,5916.518,1.0
u_slope_raw_gpt2_surprisal[157],-0.3,0.82,-1.811,1.241,0.009,0.009,7931.159,5700.982,1.001
u_slope_raw_gpt2_surprisal[158],0.048,0.789,-1.423,1.557,0.009,0.009,8435.918,5780.237,1.0
u_slope_raw_gpt2_surprisal[159],0.366,0.687,-0.86,1.718,0.008,0.008,7265.973,5866.39,1.0
u_slope_raw_gpt2_surprisal[160],-0.223,0.826,-1.796,1.31,0.009,0.01,8823.946,6144.208,1.0
u_slope_raw_gpt2_surprisal[161],0.921,0.765,-0.554,2.312,0.008,0.009,8292.026,5681.137,1.0
u_slope_raw_gpt2_surprisal[162],0.051,0.975,-1.881,1.796,0.011,0.012,7996.223,5792.047,1.0
u_slope_raw_gpt2_surprisal[163],0.13,0.859,-1.454,1.766,0.01,0.01,7523.378,5824.142,1.0
u_slope_raw_gpt2_surprisal[164],-0.3,0.806,-1.766,1.288,0.011,0.009,5592.842,5614.968,1.0
u_slope_raw_gpt2_surprisal[165],0.106,0.876,-1.517,1.744,0.009,0.01,8636.446,6659.053,1.0
u_slope_raw_gpt2_surprisal[166],-0.631,0.729,-2.028,0.701,0.008,0.008,7898.872,5908.443,1.0
u_slope_raw_gpt2_surprisal[167],1.339,0.884,-0.287,3.029,0.009,0.01,9450.581,6011.001,1.0
u_slope_raw_gpt2_surprisal[168],0.332,0.835,-1.246,1.887,0.009,0.009,8830.811,5961.568,1.0
u_slope_raw_gpt2_surprisal[169],0.47,0.756,-0.959,1.874,0.008,0.008,7965.128,5574.569,1.0
u_slope_raw_gpt2_surprisal[170],1.017,0.808,-0.459,2.544,0.01,0.009,6958.945,5474.266,1.0
u_slope_raw_gpt2_surprisal[171],0.159,0.802,-1.346,1.645,0.01,0.009,6425.428,5765.548,1.001
u_slope_raw_gpt2_surprisal[172],0.168,0.805,-1.287,1.738,0.008,0.009,9506.178,5820.74,1.001
u_slope_raw_gpt2_surprisal[173],-0.056,0.803,-1.542,1.483,0.01,0.009,6871.974,5543.062,1.001
u_slope_raw_gpt2_surprisal[174],0.383,0.818,-1.095,1.943,0.009,0.01,8329.625,5738.819,1.0
u_slope_raw_gpt2_surprisal[175],-0.584,0.809,-2.06,0.973,0.008,0.01,9582.678,5912.713,1.001
u_slope_raw_gpt2_surprisal[176],-0.545,0.824,-2.077,1.042,0.01,0.009,6153.285,5670.066,1.001
u_slope_raw_gpt2_surprisal[177],-0.788,0.894,-2.46,0.891,0.011,0.011,7149.325,5539.044,1.0
u_slope_raw_gpt2_surprisal[178],-0.289,0.943,-2.145,1.426,0.01,0.011,9084.22,6097.286,1.001
u_slope_raw_gpt2_surprisal[179],0.556,0.822,-0.988,2.087,0.01,0.009,7095.518,5999.882,1.0
sigma_u0,0.247,0.014,0.221,0.274,0.001,0.001,117.862,176.998,1.016
sigma_slope_gpt2_surprisal,0.011,0.002,0.008,0.015,0.0,0.0,2281.949,2974.742,1.0
sigma_eps,0.258,0.001,0.257,0.26,0.0,0.0,7668.961,5895.321,1.0
u0[0],-0.159,0.024,-0.202,-0.114,0.003,0.001,82.62,136.32,1.035
u0[1],-0.049,0.021,-0.089,-0.009,0.003,0.001,61.237,129.776,1.045
u0[2],-0.19,0.024,-0.234,-0.146,0.003,0.001,76.579,223.391,1.035
u0[3],-0.252,0.024,-0.298,-0.208,0.003,0.001,82.376,257.658,1.034
u0[4],-0.438,0.023,-0.481,-0.394,0.003,0.001,79.729,173.468,1.035
u0[5],0.196,0.024,0.149,0.237,0.003,0.001,86.845,194.925,1.034
u0[6],0.29,0.038,0.223,0.363,0.003,0.001,211.201,1353.29,1.015
u0[7],0.027,0.024,-0.018,0.071,0.003,0.001,71.855,160.056,1.038
u0[8],0.171,0.024,0.125,0.214,0.003,0.001,77.819,185.729,1.035
u0[9],-0.166,0.049,-0.262,-0.077,0.002,0.001,459.606,2718.822,1.008
u0[10],-0.156,0.024,-0.201,-0.111,0.003,0.001,81.277,157.543,1.036
u0[11],-0.022,0.024,-0.067,0.023,0.003,0.001,86.704,190.727,1.032
u0[12],0.1,0.024,0.056,0.144,0.003,0.001,76.88,181.607,1.036
u0[13],0.406,0.037,0.334,0.474,0.003,0.001,212.71,914.195,1.016
u0[14],0.029,0.024,-0.016,0.074,0.003,0.001,72.212,184.188,1.037
u0[15],-0.439,0.024,-0.483,-0.393,0.003,0.001,86.898,171.007,1.031
u0[16],-0.027,0.027,-0.076,0.023,0.003,0.001,101.205,351.22,1.027
u0[17],0.146,0.024,0.103,0.19,0.003,0.001,77.004,190.612,1.037
u0[18],0.353,0.128,0.099,0.583,0.002,0.001,6661.385,5811.931,1.0
u0[19],-0.194,0.024,-0.239,-0.148,0.003,0.001,80.48,129.243,1.034
u0[20],-0.09,0.024,-0.136,-0.047,0.003,0.001,77.892,158.658,1.036
u0[21],-0.016,0.025,-0.063,0.031,0.003,0.001,91.342,206.023,1.031
u0[22],0.213,0.024,0.168,0.258,0.003,0.001,88.537,269.764,1.031
u0[23],-0.263,0.024,-0.31,-0.221,0.003,0.001,83.058,176.121,1.034
u0[24],-0.422,0.024,-0.468,-0.379,0.003,0.001,80.747,199.235,1.034
u0[25],0.262,0.023,0.219,0.305,0.003,0.001,73.958,149.923,1.037
u0[26],0.299,0.024,0.256,0.347,0.003,0.001,86.235,218.597,1.033
u0[27],-0.064,0.033,-0.13,-0.007,0.002,0.001,179.026,673.955,1.015
u0[28],-0.043,0.024,-0.085,0.003,0.003,0.001,81.61,169.784,1.034
u0[29],0.113,0.023,0.07,0.158,0.003,0.001,84.669,148.829,1.033
u0[30],0.227,0.025,0.182,0.275,0.003,0.001,82.759,171.819,1.034
u0[31],0.089,0.025,0.042,0.138,0.003,0.001,96.679,298.054,1.031
u0[32],-0.031,0.025,-0.077,0.015,0.003,0.001,81.87,281.31,1.034
u0[33],-0.211,0.024,-0.257,-0.168,0.003,0.001,78.67,202.18,1.034
u0[34],0.116,0.023,0.074,0.162,0.003,0.001,72.916,168.678,1.038
u0[35],0.065,0.022,0.026,0.106,0.003,0.001,60.503,107.581,1.044
u0[36],-0.203,0.023,-0.248,-0.161,0.003,0.001,73.447,136.308,1.037
u0[37],0.199,0.024,0.155,0.244,0.003,0.001,81.329,145.668,1.034
u0[38],-0.183,0.024,-0.227,-0.138,0.003,0.001,84.467,149.195,1.033
u0[39],-0.021,0.024,-0.065,0.023,0.003,0.001,79.081,146.536,1.035
u0[40],-0.469,0.093,-0.645,-0.296,0.002,0.001,3057.773,5062.312,1.002
u0[41],-0.014,0.027,-0.066,0.037,0.003,0.001,114.783,309.806,1.025
u0[42],0.076,0.024,0.032,0.121,0.003,0.001,78.264,271.761,1.035
u0[43],-0.017,0.025,-0.065,0.03,0.003,0.001,88.992,148.698,1.032
u0[44],0.088,0.023,0.046,0.131,0.003,0.001,72.128,158.17,1.038
u0[45],-0.161,0.025,-0.209,-0.116,0.003,0.001,85.338,227.225,1.033
u0[46],-0.414,0.024,-0.457,-0.369,0.003,0.001,81.448,175.787,1.035
u0[47],0.096,0.024,0.053,0.142,0.003,0.001,85.233,230.428,1.034
u0[48],-0.422,0.026,-0.469,-0.373,0.003,0.001,96.519,312.706,1.029
u0[49],0.427,0.026,0.38,0.478,0.003,0.001,97.96,284.742,1.03
u0[50],-0.07,0.025,-0.118,-0.024,0.003,0.001,90.949,243.922,1.03
u0[51],-0.235,0.024,-0.281,-0.191,0.003,0.001,80.851,186.449,1.034
u0[52],-0.08,0.024,-0.125,-0.034,0.003,0.001,75.319,141.163,1.037
u0[53],0.06,0.024,0.015,0.103,0.003,0.001,85.219,148.638,1.035
u0[54],0.097,0.035,0.032,0.161,0.002,0.001,198.249,692.445,1.014
u0[55],0.356,0.024,0.312,0.401,0.003,0.001,77.616,183.234,1.035
u0[56],-0.183,0.024,-0.229,-0.14,0.003,0.001,82.022,159.699,1.034
u0[57],0.337,0.024,0.291,0.38,0.003,0.001,79.641,140.246,1.036
u0[58],-0.715,0.118,-0.93,-0.485,0.002,0.001,2628.458,5645.238,1.001
u0[59],-0.085,0.024,-0.129,-0.041,0.003,0.001,77.045,173.698,1.035
u0[60],-0.044,0.024,-0.086,0.002,0.003,0.001,76.179,198.382,1.036
u0[61],-0.161,0.117,-0.379,0.067,0.002,0.001,5455.048,5731.417,1.001
u0[62],-0.337,0.025,-0.385,-0.292,0.003,0.001,93.049,254.307,1.03
u0[63],-0.163,0.024,-0.207,-0.119,0.003,0.001,67.694,187.906,1.04
u0[64],-0.252,0.023,-0.297,-0.21,0.003,0.001,74.097,124.726,1.037
u0[65],-0.07,0.024,-0.114,-0.025,0.003,0.001,75.172,171.195,1.038
u0[66],0.221,0.024,0.176,0.266,0.003,0.001,86.052,217.369,1.032
u0[67],-0.14,0.025,-0.188,-0.094,0.003,0.001,88.795,296.471,1.03
u0[68],0.225,0.021,0.186,0.266,0.003,0.001,62.954,109.184,1.044
u0[69],-0.133,0.038,-0.203,-0.059,0.002,0.001,252.158,957.357,1.013
u0[70],-0.436,0.024,-0.483,-0.393,0.003,0.001,80.897,168.083,1.035
u0[71],0.332,0.024,0.289,0.378,0.003,0.001,70.875,158.703,1.038
u0[72],-0.162,0.024,-0.206,-0.118,0.003,0.001,75.832,194.439,1.036
u0[73],-0.198,0.022,-0.236,-0.154,0.003,0.001,69.466,153.304,1.041
u0[74],-0.214,0.021,-0.256,-0.176,0.003,0.001,63.112,116.762,1.044
u0[75],0.109,0.03,0.054,0.165,0.003,0.001,133.993,522.746,1.022
u0[76],0.237,0.024,0.192,0.282,0.003,0.001,83.651,197.196,1.034
u0[77],-0.137,0.025,-0.183,-0.091,0.003,0.001,81.492,291.383,1.034
u0[78],0.01,0.024,-0.035,0.056,0.003,0.001,82.755,222.529,1.034
u0[79],0.122,0.024,0.077,0.167,0.003,0.001,93.353,230.979,1.03
u0[80],0.11,0.024,0.067,0.154,0.003,0.001,78.573,198.137,1.035
u0[81],0.0,0.024,-0.044,0.046,0.003,0.001,84.079,163.646,1.032
u0[82],-0.255,0.024,-0.3,-0.212,0.003,0.001,80.072,183.471,1.034
u0[83],-0.007,0.022,-0.048,0.032,0.003,0.001,63.889,117.224,1.044
u0[84],-0.036,0.021,-0.078,0.002,0.003,0.001,60.445,100.082,1.045
u0[85],0.28,0.024,0.235,0.325,0.003,0.001,81.535,152.102,1.034
u0[86],-0.403,0.025,-0.448,-0.354,0.003,0.001,82.881,229.815,1.034
u0[87],-0.06,0.024,-0.102,-0.013,0.003,0.001,81.527,149.425,1.034
u0[88],-0.263,0.024,-0.307,-0.217,0.003,0.001,78.8,277.793,1.035
u0[89],0.25,0.128,0.014,0.5,0.002,0.001,7125.17,6186.302,1.001
u0[90],0.161,0.025,0.115,0.208,0.003,0.001,83.471,160.982,1.034
u0[91],0.14,0.024,0.097,0.184,0.003,0.001,73.32,185.158,1.036
u0[92],0.137,0.024,0.09,0.182,0.003,0.001,87.877,172.1,1.034
u0[93],0.342,0.024,0.298,0.386,0.003,0.001,66.758,157.389,1.039
u0[94],0.049,0.041,-0.03,0.125,0.002,0.0,323.279,1738.23,1.011
u0[95],-0.38,0.024,-0.426,-0.335,0.003,0.001,83.403,164.182,1.034
u0[96],-0.333,0.024,-0.378,-0.289,0.003,0.001,82.052,190.157,1.035
u0[97],0.294,0.024,0.251,0.339,0.003,0.001,79.825,217.83,1.034
u0[98],0.12,0.024,0.075,0.164,0.003,0.001,78.342,164.274,1.035
u0[99],0.078,0.024,0.034,0.122,0.003,0.001,79.954,125.741,1.035
u0[100],0.142,0.024,0.096,0.186,0.003,0.001,74.822,129.111,1.037
u0[101],-0.047,0.033,-0.11,0.013,0.002,0.001,200.981,728.541,1.016
u0[102],-0.063,0.025,-0.11,-0.018,0.003,0.001,84.363,201.68,1.033
u0[103],-0.234,0.025,-0.282,-0.188,0.003,0.001,89.522,248.409,1.03
u0[104],-0.041,0.022,-0.08,0.002,0.003,0.001,62.994,109.26,1.044
u0[105],-0.27,0.024,-0.315,-0.226,0.003,0.001,75.508,246.703,1.037
u0[106],-0.03,0.028,-0.084,0.021,0.003,0.001,124.242,284.559,1.024
u0[107],-0.502,0.034,-0.562,-0.434,0.003,0.001,169.391,741.345,1.018
u0[108],0.06,0.024,0.016,0.106,0.003,0.001,80.766,213.643,1.034
u0[109],0.05,0.025,0.005,0.097,0.003,0.001,83.419,272.076,1.033
u0[110],-0.077,0.024,-0.124,-0.034,0.003,0.001,82.836,172.22,1.035
u0[111],0.394,0.022,0.352,0.432,0.003,0.001,68.008,109.476,1.042
u0[112],-0.186,0.026,-0.237,-0.138,0.003,0.001,99.736,250.164,1.028
u0[113],0.181,0.024,0.135,0.225,0.003,0.001,87.067,123.225,1.034
u0[114],0.165,0.024,0.122,0.211,0.003,0.001,77.435,263.207,1.036
u0[115],0.447,0.023,0.402,0.489,0.003,0.001,77.621,176.349,1.036
u0[116],0.026,0.023,-0.018,0.07,0.003,0.001,72.038,154.57,1.038
u0[117],0.293,0.022,0.252,0.334,0.003,0.001,63.635,104.424,1.043
u0[118],0.134,0.024,0.089,0.179,0.003,0.001,89.341,253.741,1.031
u0[119],-0.176,0.023,-0.219,-0.133,0.003,0.001,76.133,171.037,1.038
u0[120],-0.234,0.024,-0.277,-0.188,0.003,0.001,87.842,231.431,1.032
u0[121],0.256,0.024,0.213,0.302,0.003,0.001,75.789,161.821,1.036
u0[122],-0.224,0.024,-0.267,-0.179,0.003,0.001,75.826,180.68,1.036
u0[123],-0.291,0.021,-0.332,-0.252,0.003,0.001,66.412,124.084,1.043
u0[124],-0.201,0.027,-0.251,-0.149,0.003,0.001,108.96,500.387,1.026
u0[125],0.252,0.024,0.209,0.297,0.003,0.001,79.042,233.954,1.035
u0[126],-0.093,0.023,-0.134,-0.047,0.003,0.001,72.385,162.318,1.038
u0[127],0.001,0.025,-0.049,0.046,0.003,0.001,87.713,290.656,1.033
u0[128],0.406,0.024,0.362,0.451,0.003,0.001,78.392,149.821,1.035
u0[129],0.245,0.023,0.203,0.29,0.003,0.001,74.89,179.561,1.038
u0[130],0.369,0.024,0.323,0.412,0.003,0.001,73.699,149.815,1.037
u0[131],-0.233,0.081,-0.39,-0.082,0.002,0.001,1591.899,5375.411,1.003
u0[132],-0.097,0.18,-0.427,0.244,0.002,0.002,8106.226,5820.33,1.001
u0[133],0.518,0.024,0.474,0.562,0.003,0.001,77.051,118.362,1.036
u0[134],0.351,0.025,0.305,0.4,0.003,0.001,86.404,184.266,1.032
u0[135],-0.063,0.023,-0.105,-0.016,0.003,0.001,79.853,199.296,1.036
u0[136],0.349,0.024,0.304,0.394,0.003,0.001,86.257,182.11,1.033
u0[137],-0.027,0.021,-0.067,0.013,0.003,0.001,63.136,94.938,1.043
u0[138],-0.369,0.025,-0.415,-0.323,0.003,0.001,96.443,284.71,1.029
u0[139],-0.186,0.04,-0.259,-0.109,0.002,0.001,262.782,976.014,1.012
u0[140],0.51,0.024,0.467,0.556,0.003,0.001,71.746,129.095,1.037
u0[141],-0.235,0.086,-0.398,-0.076,0.002,0.001,3052.76,5521.567,1.002
u0[142],-0.041,0.027,-0.089,0.012,0.003,0.001,89.031,263.313,1.031
u0[143],0.253,0.024,0.207,0.296,0.003,0.001,80.473,135.015,1.035
u0[144],0.447,0.023,0.403,0.49,0.003,0.001,71.013,133.666,1.039
u0[145],-0.19,0.025,-0.235,-0.141,0.003,0.001,85.139,320.939,1.032
u0[146],-0.249,0.024,-0.295,-0.205,0.003,0.001,92.567,231.05,1.031
u0[147],0.026,0.024,-0.019,0.071,0.003,0.001,75.357,165.603,1.036
u0[148],0.331,0.021,0.292,0.372,0.003,0.001,64.916,101.79,1.044
u0[149],-0.15,0.025,-0.198,-0.105,0.003,0.001,92.672,258.226,1.03
u0[150],0.007,0.023,-0.036,0.052,0.003,0.001,80.164,152.207,1.035
u0[151],-0.111,0.022,-0.153,-0.07,0.003,0.001,69.38,124.162,1.04
u0[152],-0.066,0.024,-0.109,-0.021,0.003,0.001,83.723,188.596,1.034
u0[153],0.097,0.024,0.053,0.142,0.003,0.001,86.415,203.649,1.033
u0[154],0.333,0.125,0.093,0.562,0.001,0.001,7525.639,6234.719,1.001
u0[155],-0.345,0.021,-0.384,-0.305,0.003,0.001,64.198,155.838,1.044
u0[156],-0.247,0.023,-0.292,-0.205,0.003,0.001,72.761,228.434,1.037
u0[157],-0.003,0.024,-0.045,0.043,0.003,0.001,76.478,153.072,1.037
u0[158],-0.263,0.023,-0.306,-0.218,0.003,0.001,76.461,188.429,1.037
u0[159],0.731,0.022,0.692,0.772,0.003,0.001,67.563,135.122,1.041
u0[160],0.434,0.024,0.388,0.478,0.003,0.001,78.867,210.467,1.035
u0[161],0.206,0.023,0.161,0.248,0.003,0.001,76.958,157.891,1.036
u0[162],0.019,0.051,-0.08,0.11,0.002,0.001,447.07,2585.175,1.01
u0[163],-0.149,0.025,-0.195,-0.103,0.003,0.001,86.733,173.086,1.032
u0[164],-0.096,0.024,-0.139,-0.051,0.003,0.001,87.105,180.412,1.032
u0[165],-0.074,0.029,-0.13,-0.021,0.003,0.001,127.279,248.354,1.024
u0[166],-0.331,0.022,-0.37,-0.29,0.003,0.001,66.794,189.899,1.042
u0[167],0.375,0.025,0.331,0.423,0.003,0.001,85.808,238.196,1.032
u0[168],0.27,0.024,0.226,0.317,0.003,0.001,76.286,145.144,1.036
u0[169],-0.06,0.024,-0.105,-0.017,0.003,0.001,74.691,201.243,1.037
u0[170],0.064,0.024,0.02,0.109,0.003,0.001,78.726,251.1,1.035
u0[171],0.026,0.023,-0.017,0.07,0.003,0.001,73.959,101.876,1.038
u0[172],-0.03,0.025,-0.077,0.019,0.003,0.001,90.149,271.635,1.031
u0[173],0.058,0.024,0.014,0.105,0.003,0.001,76.615,180.938,1.036
u0[174],-0.259,0.025,-0.303,-0.21,0.003,0.001,83.121,247.997,1.033
u0[175],0.338,0.024,0.293,0.383,0.003,0.001,71.037,136.718,1.037
u0[176],-0.173,0.024,-0.22,-0.129,0.003,0.001,87.748,177.33,1.031
u0[177],0.011,0.026,-0.036,0.06,0.003,0.001,76.622,237.764,1.035
u0[178],-0.083,0.047,-0.174,0.004,0.002,0.001,367.867,2476.649,1.008
u0[179],0.368,0.024,0.322,0.411,0.003,0.001,77.386,133.542,1.036
u_slope_gpt2_surprisal[0],-0.005,0.009,-0.022,0.011,0.0,0.0,7090.88,5628.022,1.0
u_slope_gpt2_surprisal[1],-0.01,0.008,-0.025,0.005,0.0,0.0,8093.403,6356.725,1.001
u_slope_gpt2_surprisal[2],-0.002,0.008,-0.019,0.013,0.0,0.0,11591.239,5922.066,1.0
u_slope_gpt2_surprisal[3],0.0,0.01,-0.018,0.018,0.0,0.0,6346.137,5763.062,1.0
u_slope_gpt2_surprisal[4],-0.006,0.01,-0.024,0.011,0.0,0.0,8163.864,6012.815,1.001
u_slope_gpt2_surprisal[5],-0.002,0.009,-0.02,0.014,0.0,0.0,8559.601,6476.604,1.001
u_slope_gpt2_surprisal[6],0.0,0.011,-0.021,0.021,0.0,0.0,8190.549,5856.21,1.0
u_slope_gpt2_surprisal[7],-0.001,0.008,-0.017,0.015,0.0,0.0,7869.762,5817.227,1.001
u_slope_gpt2_surprisal[8],-0.012,0.009,-0.029,0.006,0.0,0.0,5843.172,5166.08,1.001
u_slope_gpt2_surprisal[9],-0.001,0.011,-0.022,0.02,0.0,0.0,8223.046,6448.572,1.0
u_slope_gpt2_surprisal[10],-0.011,0.01,-0.03,0.007,0.0,0.0,6865.667,5493.55,1.0
u_slope_gpt2_surprisal[11],-0.003,0.009,-0.02,0.014,0.0,0.0,9717.86,5738.647,1.001
