,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
u_slope_raw_gpt2_surprisal[49],-0.301,0.757,-1.693,1.129,0.006,0.009,15630.186,6487.713,1.002
u_slope_raw_gpt2_surprisal[50],-1.028,0.783,-2.454,0.475,0.006,0.01,17583.911,5001.469,1.001
u_slope_raw_gpt2_surprisal[51],-0.123,0.698,-1.43,1.212,0.006,0.009,14701.328,5540.111,1.002
u_slope_raw_gpt2_surprisal[52],0.257,0.803,-1.235,1.77,0.008,0.01,11292.192,5850.599,1.0
u_slope_raw_gpt2_surprisal[53],0.858,0.721,-0.484,2.198,0.006,0.009,15072.801,5858.78,1.001
u_slope_raw_gpt2_surprisal[54],0.018,0.908,-1.698,1.724,0.007,0.012,18109.872,5984.934,1.002
u_slope_raw_gpt2_surprisal[55],-0.6,0.789,-2.053,0.898,0.007,0.01,14485.335,6335.256,1.001
u_slope_raw_gpt2_surprisal[56],-0.196,0.733,-1.624,1.131,0.006,0.009,13193.799,5653.335,1.0
u_slope_raw_gpt2_surprisal[57],1.981,0.76,0.54,3.365,0.006,0.01,14637.542,5649.371,1.0
u_slope_raw_gpt2_surprisal[58],0.332,0.997,-1.576,2.153,0.008,0.013,14952.346,5718.349,1.001
u_slope_raw_gpt2_surprisal[59],-0.38,0.786,-1.878,1.088,0.007,0.01,14367.071,5746.107,1.0
u_slope_raw_gpt2_surprisal[60],-1.218,0.773,-2.734,0.17,0.006,0.01,15760.475,5957.105,1.0
u_slope_raw_gpt2_surprisal[61],-0.067,1.022,-1.942,1.87,0.008,0.013,14892.33,4577.121,1.003
u_slope_raw_gpt2_surprisal[62],-0.084,0.812,-1.642,1.403,0.006,0.011,15687.133,5507.142,1.0
u_slope_raw_gpt2_surprisal[63],-0.176,0.824,-1.659,1.444,0.007,0.01,15665.615,5826.994,1.0
u_slope_raw_gpt2_surprisal[64],-0.225,0.828,-1.834,1.314,0.007,0.011,15270.971,6043.631,1.0
u_slope_raw_gpt2_surprisal[65],-0.602,0.799,-2.107,0.91,0.007,0.01,13495.058,5286.778,1.0
u_slope_raw_gpt2_surprisal[66],1.307,0.779,-0.175,2.735,0.006,0.009,14722.476,5877.388,1.001
u_slope_raw_gpt2_surprisal[67],0.288,0.765,-1.103,1.757,0.006,0.01,14925.289,5680.945,1.0
u_slope_raw_gpt2_surprisal[68],0.301,0.628,-0.893,1.459,0.006,0.008,12015.369,5977.766,1.0
u_slope_raw_gpt2_surprisal[69],-0.191,0.946,-2.028,1.519,0.008,0.012,15521.701,5921.849,1.0
u_slope_raw_gpt2_surprisal[70],-0.525,0.81,-2.067,0.967,0.007,0.01,15182.551,5881.866,1.0
u_slope_raw_gpt2_surprisal[71],-0.417,0.738,-1.781,0.948,0.006,0.009,14706.635,6166.895,1.002
u_slope_raw_gpt2_surprisal[72],-0.367,0.82,-1.91,1.176,0.007,0.011,15493.971,5606.534,1.0
u_slope_raw_gpt2_surprisal[73],0.233,0.692,-1.082,1.555,0.005,0.009,16062.057,5865.915,1.001
u_slope_raw_gpt2_surprisal[74],0.015,0.668,-1.216,1.249,0.006,0.009,12745.036,5817.013,1.0
u_slope_raw_gpt2_surprisal[75],-0.278,0.875,-1.855,1.353,0.007,0.011,16179.473,5707.579,1.001
u_slope_raw_gpt2_surprisal[76],0.245,0.787,-1.255,1.732,0.007,0.01,13981.917,5736.842,1.0
u_slope_raw_gpt2_surprisal[77],0.497,0.782,-1.022,1.896,0.006,0.01,14676.109,5449.893,1.001
u_slope_raw_gpt2_surprisal[78],0.276,0.847,-1.38,1.808,0.007,0.012,14189.258,5524.506,1.001
u_slope_raw_gpt2_surprisal[79],0.295,0.781,-1.175,1.759,0.007,0.01,13382.347,5081.573,1.001
u_slope_raw_gpt2_surprisal[80],0.868,0.726,-0.512,2.238,0.006,0.009,14328.836,5323.362,1.0
u_slope_raw_gpt2_surprisal[81],0.2,0.793,-1.263,1.675,0.007,0.01,14405.178,5541.404,1.001
u_slope_raw_gpt2_surprisal[82],-0.362,0.767,-1.793,1.061,0.006,0.009,14775.856,6063.976,1.001
u_slope_raw_gpt2_surprisal[83],-0.221,0.66,-1.413,1.045,0.006,0.009,13780.466,5217.565,1.001
u_slope_raw_gpt2_surprisal[84],0.731,0.629,-0.465,1.899,0.005,0.008,16951.07,5218.905,1.001
u_slope_raw_gpt2_surprisal[85],0.057,0.743,-1.267,1.505,0.006,0.01,15772.562,5243.387,1.001
